gene,systematicName,intensity
DLD1,YDL174C,0.482064741907262
AIR2,YDL175C,0.0356629278113316
,YDL176W,-0.00171821305841924
,YDL177C,0.0300687285223368
DLD2,YDL178W,0.231846019247594
PCL9,YDL179W,0.0128865979381443
,YDL180W,0.00813008130081301
INH1,YDL181W,1.08480825958702
LYS20,YDL182W,1.6584410497454
,YDL183C,0.0524054982817869
RPL41A,YDL184C,3.15438596491228
VMA1,YDL185W,1.64586583463339
,YDL186W,0.024914089347079
,YDL187C,-0.00169204737732657
PPH22,YDL188C,0.05
RBS1,YDL189W,0.027819175360159
UFD2,YDL190C,0.101833660772757
ARF1,YDL192W,0.936591041303083
SNF3,YDL194W,0.0163230240549828
SEC31,YDL195W,0.616534740545295
,YDL196W,0.0011037527593819
ASF2,YDL197C,0.0040950040950041
,YDL199C,0.095360824742268
MGT1,YDL200C,0.000859106529209619
MRPL11,YDL202W,0.20997375328084
ACK1,YDL203C,0.0210387902695595
RTN2,YDL204W,1.61594896331738
HEM3,YDL205C,0.171507607192254
,YDL206W,0.0171821305841924
GLE1,YDL207W,0.0177705977382876
NHP2,YDL208W,0.664004259850905
CWC2,YDL209C,0.0293356341673857
UGA4,YDL210W,0.0077319587628866
,YDL211C,2.31296463463574e-18
SHR3,YDL212W,0.678489326765189
NOP6,YDL213C,0.289855072463768
PRR2,YDL214C,0.00687285223367698
GDH2,YDL215C,0.376023391812865
RRI1,YDL216C,0.0207439198855508
TIM22,YDL217C,-0.00171821305841924
,YDL218W,0.609965635738832
DTD1,YDL219W,0.129461584996975
CDC13,YDL220C,0.00670640834575261
FMP45,YDL222C,1.80274656679151
HBT1,YDL223C,1.19536513069254
SHS1,YDL225W,0.153456387984075
GCS1,YDL226C,0.278362573099415
HO,YDL227C,0.000653594771241829
SSB1,YDL229W,3.68902756110244
PTP1,YDL230W,0.0673457838143746
OST4,YDL232W,1.01407211961302
MFG1,YDL233W,0.00547445255474453
GYP7,YDL234C,0.112721417069243
YPD1,YDL235C,0.241610738255034
PHO13,YDL236W,0.381794368041912
AIM6,YDL237W,0.0197165742452249
GUD1,YDL238C,0.0132538104705103
ADY3,YDL239C,-0.00123228589032656
,YDL240C-A,0.0149006622516556
LRG1,YDL240W,0.0224358974358974
,YDL241W,0.00369685767097967
,YDL242W,0.0209916757148027
AAD4,YDL243C,0.00431300061614294
THI13,YDL244W,0.00369685767097967
HXT15,YDL245C,-0.000509294626941685
SOR2,YDL246C,0.0035650623885918
,YDL247W-A,-0.00169204737732656
COS7,YDL248W,0.00050968399592253
NTH1,YDR001C,0.392619479733817
RCR2,YDR003W,0.0328467153284672
,YDR003W-A,0.00246457178065311
RAD57,YDR004W,0.00719424460431655
MAF1,YDR005C,0.0514825676115999
SOK1,YDR006C,0.0452961672473868
TRP1,YDR007W,0.153086419753086
GAL3,YDR009W,0.017948717948718
,YDR010C,0.00217155266015201
SNQ2,YDR011W,0.0261542567387243
RPL4B,YDR012W,1.36693548387097
PSF1,YDR013W,0.0125687352710134
RAD61,YDR014W,0.00385674931129477
HED1,YDR014W-A,0.00616142945163278
DAD1,YDR016C,0.0837606837606838
KCS1,YDR017C,0.0211736237144586
,YDR018C,0.0517560073937153
GCV1,YDR019C,0.810318664643399
DAS2,YDR020C,0.109364767518009
FAL1,YDR021W,0.0565134099616858
ATG31,YDR022C,0.0268414481897628
FYV1,YDR024W,-0.000258397932816536
NSI1,YDR026C,0.00991080277502478
VPS54,YDR027C,0.0340314136125654
REG1,YDR028C,0.0931639443436177
,YDR029W,0.00592216582064298
RAD28,YDR030C,0.00246457178065311
MIX14,YDR031W,0.0150902721638372
PST2,YDR032C,1.4392088423502
MRH1,YDR033W,4.92248747421161
,YDR034W-B,0.47970479704797
ARO3,YDR035W,0.565006915629322
EHD3,YDR036C,0.157575757575758
ENA5,YDR038C,0.0102564102564103
ENA2,YDR039C,-0.000509683995922527
ENA1,YDR040C,-0.00254841997961264
RSM10,YDR041W,0.00174978127734033
NRG1,YDR043C,0.0184630738522954
HEM13,YDR044W,0.209941520467836
BAP3,YDR046C,0.0115511551155116
HEM12,YDR047W,0.343015214384509
VMS1,YDR049W,0.0223835450695705
TPI1,YDR050C,7.84451378055122
DET1,YDR051C,0.090463843272832
DBF4,YDR052C,0.00130718954248366
CDC34,YDR054C,0.0777777777777778
PST1,YDR055W,0.329896907216495
,YDR056C,0.247381392483056
YOS9,YDR057W,0.0406654343807763
TGL2,YDR058C,0.00677757239679606
UBC5,YDR059C,0.0474452554744526
MAK21,YDR060W,0.0725707257072571
,YDR061W,0.0976430976430976
LCB2,YDR062W,0.190809968847352
AIM7,YDR063W,0.273120138288678
RRG1,YDR065W,0.0235690235690236
RTR2,YDR066C,0.0063768115942029
OCA6,YDR067C,0.0350500715307582
DOS2,YDR068W,0.207317073170732
DOA4,YDR069C,0.0112657388999337
FMP16,YDR070C,1.81710914454277
PAA1,YDR071C,0.648052395725612
IPT1,YDR072C,-0.000657462195923734
SNF11,YDR073W,0.0199246095853527
PPH3,YDR075W,0.00617283950617284
RAD55,YDR076W,0.0116239316239316
SED1,YDR077W,6.51632778804683
SHU2,YDR078C,0.00862600123228589
PET100,YDR079W,0.130530973451327
VPS41,YDR080W,0.0307692307692308
PDC2,YDR081C,0.0263866451265482
STN1,YDR082W,0.000616142945163278
RRP8,YDR083W,0.0440613026819923
TVP23,YDR084C,0.167915106117353
AFR1,YDR085C,0.00246457178065311
RRP1,YDR087C,0.101840971406189
SLU7,YDR088C,0.0402645959160196
,YDR089W,0.00123228589032656
,YDR090C,0.00686641697877653
RLI1,YDR091C,0.403426791277259
UBC13,YDR092W,0.383177570093458
DNF2,YDR093W,0.0143570536828964
GIS1,YDR096W,0.0398492191707054
MSH6,YDR097C,0.0261848651479445
GRX3,YDR098C,0.55906432748538
BMH2,YDR099W,1.54966198647946
TVP15,YDR100W,0.407700421940928
ARX1,YDR101C,0.140427072023163
,YDR102C,0.00169204737732657
SPO71,YDR104C,0.00123228589032656
TMS1,YDR105C,-0.00242522231204527
ARP10,YDR106W,0.0135551447935921
TMN2,YDR107C,0.00859106529209622
TRS85,YDR108W,0.0239766081871345
,YDR109C,0.0360824742268041
FOB1,YDR110W,0.0113215763117788
ALT2,YDR111C,0.00925925925925926
IRC2,YDR112W,0.00103359173126615
PDS1,YDR113C,0.0055452865064695
,YDR114C,0.0197165742452249
MRPL1,YDR116C,0.153980752405949
TMA64,YDR117C,0.124460874922982
APC4,YDR118W,0.0312965722801788
VBA4,YDR119W,0.0292864749733759
TRM1,YDR120C,0.167066346922462
KIN1,YDR122W,0.0533760341606619
INO2,YDR123C,0.00753904146472805
,YDR124W,0.00492914356130622
ECM18,YDR125C,0.0113935144609991
SWF1,YDR126W,0.00431300061614294
ARO1,YDR127W,0.583106267029973
MTC5,YDR128W,0.0094017094017094
SAC6,YDR129C,1.33003300330033
FIN1,YDR130C,0.002337131171487
,YDR131C,0.000616142945163279
,YDR132C,0.000608272506082724
,YDR133C,0.00868621064060803
YCF1,YDR135C,0.158119658119658
RGP1,YDR137W,0.0326555760936537
HPR1,YDR138W,0.0347107438016529
RUB1,YDR139C,0.112623432078997
MTQ2,YDR140W,0.0576293385723641
PEX7,YDR142C,0.0407213496218732
SAN1,YDR143C,0.00232693426410704
MKC7,YDR144C,0.00492914356130622
TAF12,YDR145W,0.0628436763550668
SWI5,YDR146C,0.00349301397205589
EKI1,YDR147W,0.0067911714770798
KGD2,YDR148C,1.93963254593176
NUM1,YDR150W,0.0693069306930693
CTH1,YDR151C,0.00308071472581639
GIR2,YDR152W,0.274296094459582
CPR1,YDR155C,6.44981799271971
RPA14,YDR156W,0.139342477683431
HOM2,YDR158W,0.494467496542185
SAC3,YDR159W,0.0102315562735595
SSY1,YDR160W,0.0104744300677757
,YDR161W,0.15216049382716
NBP2,YDR162C,0.0622454915648633
CWC15,YDR163W,0.031786941580756
SEC1,YDR164C,0.0683760683760684
TRM82,YDR165W,0.0890285415030113
SEC5,YDR166C,0.044004400440044
CDC37,YDR168W,0.387829246139873
STB3,YDR169C,0.0596153846153846
,YDR169C-A,0.00171821305841925
HSP42,YDR171W,1.46680216802168
SUP35,YDR172W,0.451517830828176
ARG82,YDR173C,0.0475724991854024
HMO1,YDR174W,0.448441247002398
NGG1,YDR176W,0.0256830601092896
UBC1,YDR177W,0.0580168776371308
SDH4,YDR178W,1.83693045563549
,YDR179W-A,0.00246457178065311
SCC2,YDR180W,0.0161058383664078
SAS4,YDR181C,0.00596421471172962
CDC1,YDR182W,0.0249835634451019
,YDR182W-A,0.0154035736290819
PLP1,YDR183W,0.0294284097340125
ATC1,YDR184C,-0.00149700598802395
UPS3,YDR185C,0.0384615384615385
,YDR186C,0.00927536231884058
SLY1,YDR189W,0.23101518784972
RVB1,YDR190C,0.396417445482866
HST4,YDR191W,0.000748502994011977
NUP42,YDR192C,0.0480591497227357
MSS116,YDR194C,0.159810126582278
,YDR194W-A,0.0123228589032656
REF2,YDR195W,0.0319455354804923
CAB5,YDR196C,0.103692463328275
CBS2,YDR197W,0.0369393139841689
RKM2,YDR198C,0.0172520024645718
VPS64,YDR200C,0.0178681454097351
RAV2,YDR202C,0.0665566556655666
COQ4,YDR204W,0.318481848184819
MSC2,YDR205W,0.0413907284768212
EBS1,YDR206W,0.0197444831591173
UME6,YDR207C,0.0231252064750578
MSS4,YDR208W,
,YDR209C,0.00338409475465313
,YDR210W,0.533579790511399
GCD6,YDR211W,0.135087719298246
TCP1,YDR212W,0.0055452865064695
UPC2,YDR213W,0.00528576148001322
AHA1,YDR214W,0.847411444141689
,YDR215C,0.00361925443358668
ADR1,YDR216W,0.0572246065808298
RAD9,YDR217C,0.00349301397205589
SPR28,YDR218C,0.00431300061614294
MFB1,YDR219C,0.0111482720178372
,YDR220C,0.0248062015503876
GTB1,YDR221W,0.0541237113402062
,YDR222W,0.00249687890137328
CRF1,YDR223W,-2.31296463463574e-18
HTA1,YDR225W,0.0203252032520325
ADK1,YDR226W,1.74310972438898
SIR4,YDR227W,0.00849673202614379
PCF11,YDR228C,0.0339373022720736
IVY1,YDR229W,0.0954043048283886
COX20,YDR231C,0.237320574162679
HEM1,YDR232W,0.426071741032371
RTN1,YDR233C,2.54828660436137
PRP42,YDR235W,0.0245901639344262
FMN1,YDR236C,0.166153846153846
MRPL7,YDR237W,0.0117067159581023
SEC26,YDR238C,0.612807881773399
,YDR239C,0.0214492753623188
SNU56,YDR240C,0.0220385674931129
AMD2,YDR242W,-0.000616142945163278
PRP28,YDR243C,0.0202614379084967
PEX5,YDR244W,0.00273224043715847
MNN10,YDR245W,0.0880131362889984
TRS23,YDR246W,0.0690080098582871
,YDR246W-A,0.00862600123228589
,YDR248C,0.104083266613291
,YDR249C,-0.00123228589032656
,YDR250C,0.027072758037225
PAM1,YDR251W,0.0624589086127548
BTT1,YDR252W,0.0758807588075881
MET32,YDR253C,0.00357653791130186
CHL4,YDR254W,0.00442477876106195
RMD5,YDR255C,0.00246457178065311
CTA1,YDR256C,0.0449784349969193
RKM4,YDR257C,0.0745901639344262
HSP78,YDR258C,0.505723905723906
YAP6,YDR259C,0.00431300061614295
SWM1,YDR260C,-0.000616142945163278
EXG2,YDR261C,0.03758471965496
,YDR262W,0.139175257731959
DIN7,YDR263C,0.0103092783505155
AKR1,YDR264C,0.105540897097625
PEX10,YDR265W,0.0132275132275132
HEL2,YDR266C,0.0372628726287263
CIA1,YDR267C,0.0919290626131017
MSW1,YDR268W,0.0793522267206478
CCC2,YDR270W,0.00638792102206736
GLO2,YDR272W,0.293691830403309
DON1,YDR273W,0.00462107208872459
,YDR274C,0.00361925443358668
BSC2,YDR275W,0.0264507422402159
PMP3,YDR276C,2.24968789013733
MTH1,YDR277C,0.00616142945163278
,YDR278C,0.00723850886717336
RRP45,YDR280W,0.118292205248727
PHM6,YDR281C,0.000616142945163276
,YDR282C,0.0259319286871961
GCN2,YDR283C,0.0300854700854701
DPP1,YDR284C,0.313554392088424
ZIP1,YDR285W,-0.0017636684303351
NSE3,YDR288W,0.0170268500327439
RTT103,YDR289C,0.0811730819586279
SRP101,YDR292C,0.10720887245841
SSD1,YDR293C,0.149452895649853
DPL1,YDR294C,0.234134319162046
HDA2,YDR295C,0.0459770114942529
MHR1,YDR296W,0.336851363236588
SUR2,YDR297W,0.166974738139248
ATP5,YDR298C,2.91766586730616
BFR2,YDR299W,0.0783392087739914
PRO1,YDR300C,0.20708446866485
CFT1,YDR301W,0.0143250688705234
GPI11,YDR302W,0.127591706539075
RSC3,YDR303C,0.0795019157088123
CPR5,YDR304C,0.100431300061614
HNT2,YDR305C,0.154422356669548
,YDR306C,0.00246457178065311
SRB7,YDR308C,0.0557377049180328
GIC2,YDR309C,0.00795228628230616
SUM1,YDR310C,0.0330360092500826
TFB1,YDR311W,0.0379637618636756
SSF2,YDR312W,0.015196564255038
PIB1,YDR313C,0.0395189003436426
RAD34,YDR314C,0.00528576148001322
IPK1,YDR315C,0.00719822812846068
OMS1,YDR316W,0.0575221238938053
MCM21,YDR318W,0.00716253443526171
YFT2,YDR319C,0.00854700854700855
SWA2,YDR320C,0.0821827744904668
DAD4,YDR320C-A,0.0974358974358974
ASP1,YDR321W,0.146922183507549
MRPL35,YDR322W,0.167979002624672
PEP7,YDR323C,0.0164233576642336
UTP4,YDR324C,0.0695443645083933
YCG1,YDR325W,0.014367816091954
YSP2,YDR326C,0.0188034188034188
PEX3,YDR329C,0.0989071038251366
UBX5,YDR330W,0.0573997233748271
GPI8,YDR331W,0.110817941952507
IRC3,YDR332W,0.00780379041248606
RQC1,YDR333C,0.0
SWR1,YDR334W,0.00430802369413032
MSN5,YDR335W,0.0886282176604757
,YDR336W,0.0127353266888151
MRPS28,YDR337W,0.368505195843325
,YDR338C,0.012491781722551
FCF1,YDR339C,0.00266240681576145
HXT7,YDR342C,1.49141965678627
HXT6,YDR343C,0.0371287128712871
,YDR344C,0.000775193798449612
HXT3,YDR345C,0.0017683465959328
SVF1,YDR346C,0.267741935483871
MRP1,YDR347W,0.233333333333333
PAL1,YDR348C,0.070957095709571
YPS7,YDR349C,0.0215946843853821
SBE2,YDR351W,0.00609080841638981
YPQ2,YDR352W,0.0824639841033284
TRR1,YDR353W,0.905376344086022
TRP4,YDR354W,0.249367728882145
SPC110,YDR356W,0.0179487179487179
CNL1,YDR357C,0.0480649188514357
GGA1,YDR358W,0.166067146282974
EAF1,YDR359C,0.0143964562569214
BCP1,YDR361C,0.153241650294695
TFC6,YDR362C,0.0176308539944904
ESC2,YDR363W,0.0161336790550274
SEM1,YDR363W-A,0.744614179396788
CDC40,YDR364C,0.012962962962963
ESF1,YDR365C,0.13214403700033
,YDR366C,0.00749559082892416
KEI1,YDR367W,0.048283885980221
YPR1,YDR368W,0.562480025567274
XRS2,YDR369C,0.0264471057884232
DXO1,YDR370C,0.00521739130434783
,YDR371C-A,0.0149870801033592
CTS2,YDR371W,0.0147142048670062
VPS74,YDR372C,0.267839687194526
FRQ1,YDR373W,0.197714853452558
PHO92,YDR374C,0.00553709856035438
WIP1,YDR374W-A,0.008859357696567
BCS1,YDR375C,0.0591805766312595
ARH1,YDR376W,0.113978494623656
LSM6,YDR378C,0.403088391906283
SDH6,YDR379C-A,0.314938684503902
RGA2,YDR379W,0.028034188034188
ARO10,YDR380W,0.0744570837642192
,YDR381C-A,0.0976253298153034
YRA1,YDR381W,0.813008130081301
RPP2B,YDR382W,2.70645161290323
NKP1,YDR383C,0.14430244941427
ATO3,YDR384C,0.0343347639484979
EFT2,YDR385W,1.62668703845174
MUS81,YDR386W,0.00276854928017719
,YDR387C,-0.000553709856035438
RVS167,YDR388W,0.423452768729642
SAC7,YDR389W,0.0243350311262026
UBA2,YDR390C,0.115158636897767
SPT3,YDR392W,0.0322116767328157
SHE9,YDR393W,0.0188261351052049
RPT3,YDR394W,0.625825082508251
SXM1,YDR395W,0.184795321637427
NCB2,YDR397C,0.217854217854218
UTP5,YDR398W,0.092652913499819
HPT1,YDR399W,0.595932802829355
URH1,YDR400W,0.0400572246065808
DIT2,YDR402C,0.0730897009966777
DIT1,YDR403W,0.00719822812846069
MRP20,YDR405W,0.195286195286195
PDR15,YDR406W,0.0250266240681576
TRS120,YDR407C,0.0204872646733112
ADE8,YDR408C,0.298431967627719
SIZ1,YDR409W,0.018628912071535
STE14,YDR410C,0.102022867194371
DFM1,YDR411C,0.223923444976077
RRP17,YDR412W,0.0492053124319617
ERD1,YDR414C,0.0346534653465347
,YDR415C,0.00110741971207088
SYF1,YDR416W,0.0241587575496117
RAD30,YDR419W,0.0313606474456247
HKR1,YDR420W,0.00110741971207087
ARO80,YDR421W,0.0145358440700363
SIP1,YDR422C,0.0294017094017094
CAD1,YDR423C,0.0191452991452991
DYN2,YDR424C,0.576034063260341
SNX41,YDR425W,0.050830889540567
RPN9,YDR427W,0.272230501738698
BNA7,YDR428C,0.0254706533776301
CYM1,YDR430C,0.100612423447069
GPI17,YDR434W,0.141871921182266
PPM1,YDR435C,0.0537098560354374
PPZ2,YDR436W,0.0271317829457364
GPI19,YDR437W,0.0145748987854251
THI74,YDR438W,-0.00110741971207087
LRS4,YDR439W,0.0210727969348659
DOT1,YDR440W,0.00749063670411985
APT2,YDR441C,0.0544435548438751
SSN2,YDR443C,0.0130718954248366
,YDR445C,0.00169204737732656
ECM11,YDR446W,0.00166112956810631
RPS17B,YDR447C,3.39736842105263
ADA2,YDR448W,0.0339373022720736
UTP6,YDR449C,0.0493537015276146
YHP1,YDR451C,0.0066006600660066
PPN1,YDR452W,0.00553709856035437
TSA2,YDR453C,0.217855911754567
GUK1,YDR454C,1.23789764868603
NHX1,YDR456W,0.0961070559610706
TOM1,YDR457W,0.0370003303600925
HEH2,YDR458C,0.0396432111000991
PFA5,YDR459C,0.00110741971207088
TFB3,YDR460W,0.0350877192982456
,YDR461C-A,0.48781838316722
MFA1,YDR461W,0.143410852713178
MRPL28,YDR462W,0.337330135891287
STP1,YDR463W,0.00330360092500826
RMT2,YDR465C,0.0414866032843561
PKH3,YDR466W,0.0227021040974529
TLG1,YDR468C,0.0669665167416292
SDC1,YDR469W,0.0837465564738292
UGO1,YDR470C,0.00243111831442464
RPL27B,YDR471W,1.4812865497076
PRP3,YDR473C,0.0176308539944904
JIP4,YDR475C,0.0794602698650675
,YDR476C,0.228885557221389
SNF1,YDR477W,0.132051282051282
SNM1,YDR478W,0.037465564738292
PEX29,YDR479C,0.0311526479750779
DIG2,YDR480W,0.0314529914529915
PHO8,YDR481C,0.00174520069808028
CWC21,YDR482C,0.0899155489319424
KRE2,YDR483W,0.0499750124937531
VPS52,YDR484W,0.0331588132635253
VPS72,YDR485C,0.00484652665589661
VPS60,YDR486C,
RIB3,YDR487C,0.352631578947368
PAC11,YDR488C,
PKH1,YDR490C,0.0534262485481998
IZH1,YDR492W,0.00127591706539075
MZM1,YDR493W,0.0914454277286136
RSM28,YDR494W,0.206896551724138
VPS3,YDR495C,0.019672131147541
PUF6,YDR496C,0.125163655407175
ITR1,YDR497C,0.0443490701001431
SEC20,YDR498C,0.0559720139930035
LCD1,YDR499W,0.0153999006458023
RPL37B,YDR500C,3.05748945147679
PLM2,YDR501W,0.00299850074962519
SAM2,YDR502C,0.895552223888056
LPP1,YDR503C,0.0048582995951417
SPG3,YDR504C,0.000553709856035438
PSP1,YDR505C,0.0771014492753623
GMC1,YDR506C,0.00996677740863787
GIN4,YDR507C,0.0157790927021696
GNP1,YDR508C,0.116970278044104
SMT3,YDR510W,0.884327142391659
SDH7,YDR511W,0.274247491638796
EMI1,YDR512C,0.0194902548725637
,YDR514C,0.0191740412979351
SLF1,YDR515W,0.0666666666666667
EMI2,YDR516C,0.54677565849228
GRH1,YDR517W,0.382808595702149
EUG1,YDR518W,0.199400299850075
FPR2,YDR519W,0.0804597701149425
URC2,YDR520C,0.00499001996007984
,YDR521W,0.0217054263565891
SPS2,YDR522C,0.00999500249875063
SPS1,YDR523C,0.0175284837861525
AGE1,YDR524C,0.0251798561151079
,YDR524W-C,0.0419790104947526
API2,YDR525W,-0.00144770177343467
SNA2,YDR525W-A,1.32030401737242
RBA50,YDR527W,0.0756521739130435
HLR1,YDR528W,0.000579710144927536
QCR7,YDR529C,1.9224620303757
APA2,YDR530C,0.0444444444444444
CAB1,YDR531W,0.0971556407798018
KRE28,YDR532C,0.0145791915175613
HSP31,YDR533C,1.169099756691
FIT1,YDR534C,0.000499750124937528
,YDR535C,1.15648231731787e-18
STL1,YDR536W,0.0879560219890055
PAD1,YDR538W,0.0273141122913505
FDC1,YDR539W,0.068695652173913
IRC4,YDR540C,0.0171385991058122
,YDR541C,0.0139930034982509
PAU10,YDR542W,-0.00166112956810631
,YDR544C,1.15648231731787e-18
IRC22,YEL001C,0.611165845648604
WBP1,YEL002C,0.301771871539313
GIM4,YEL003W,0.171413502109705
YEA4,YEL004W,0.0794602698650675
,YEL008C-A,0.00977198697068404
,YEL008W,0.00155038759689922
,YEL009C-A,0.0108527131782946
,YEL010W,0.00846023688663283
GLC3,YEL011W,0.670640834575261
UBC8,YEL012W,0.0985306828003457
VAC8,YEL013W,0.675662168915542
,YEL014C,0.0121447028423773
EDC3,YEL015W,0.10587550901687
NPP2,YEL016C,0.00399800099950025
PMP2,YEL017C-A,1.16887709991158
GTT3,YEL017W,0.214073339940535
EAF5,YEL018W,0.024232633279483
MMS21,YEL019C,0.00979544799769519
,YEL028W,-0.00169204737732657
BUD16,YEL029C,0.01931330472103
ECM10,YEL030W,0.0819590204897551
SPF1,YEL031W,0.629727352682498
UTR5,YEL035C,0.00999500249875062
ANP1,YEL036C,0.104947526236882
RAD23,YEL037C,0.15283540802213
UTR4,YEL038W,0.142592592592593
CYC7,YEL039C,0.151766004415011
UTR2,YEL040W,0.317341329335332
YEF1,YEL041W,0.0179910044977511
GDA1,YEL042W,0.0260586319218241
,YEL043W,0.0339830084957521
IES6,YEL044W,0.0805658056580566
GLY1,YEL046C,0.477379095163807
FRD1,YEL047C,0.426900584795322
TCA17,YEL048C,0.0448504983388704
PAU2,YEL049W,-0.00110741971207088
RML2,YEL050C,0.115832068791098
VMA8,YEL051W,1.03924490809737
MAK10,YEL053C,0.0226372382569327
RPL12A,YEL054C,1.20306513409962
POL5,YEL055C,0.0766283524904215
HAT2,YEL056W,0.068342151675485
PCM1,YEL058W,0.466804979253112
SOM1,YEL059C-A,0.0300854700854701
HHY1,YEL059W,0.00506695620702135
SIT1,YEL065W,0.00813008130081301
HPA3,YEL066W,0.102295409181637
,YEL068C,0.0119940029985007
HXT13,YEL069C,0.0079960019990005
DLD3,YEL071W,0.0298053527980535
RMD6,YEL072W,0.00449775112443779
,YEL075W-A,0.000551876379690949
,YEL076C,0.00609080841638981
,YEL076C-A,0.00152905198776758
MNN1,YER001W,0.00332225913621263
NOP16,YER002W,0.134578544061303
PMI40,YER003C,0.74896265560166
FMP52,YER004W,0.323346828609986
YND1,YER005W,0.00331345261762757
NUG1,YER006W,0.166862514688602
TMA20,YER007C-A,0.347826086956522
PAC2,YER007W,0.00635208711433757
SEC3,YER008C,0.0429487179487179
,YER010C,0.256371814092954
PRE1,YER012W,0.727470141150923
PRP22,YER013W,0.0139095876800795
HEM14,YER014W,0.0997375328083989
FAA2,YER015W,0.0165672630881378
BIM1,YER016W,0.123131046613896
SPC25,YER018C,0.00116346713205352
SBH2,YER019C-A,0.0749625187406297
ISC1,YER019W,0.0598911070780399
GPA2,YER020W,0.227722772277228
SRB4,YER022W,0.0557952257693414
PRO3,YER023W,0.771588564692013
YAT2,YER024W,0.374358974358974
GCD11,YER025W,0.471986417657046
GAL83,YER027C,0.136721113127647
MIG3,YER028C,0.000584282792871751
SMB1,YER029C,0.113498622589532
CHZ1,YER030W,0.319870759289176
YPT31,YER031C,0.559720139930035
FIR1,YER032W,0.00811485642946317
ZRG8,YER033C,0.00431150633252492
,YER034W,0.129740518962076
EDC2,YER035W,0.184630738522954
ARB1,YER036C,1.06697819314642
PHM8,YER037W,0.0139902676399027
KRE29,YER038C,0.00429184549356223
,YER038W-A,0.00299850074962519
HVG1,YER039C,0.0249875062468766
,YER039C-A,4.62578809711361e-18
GLN3,YER040W,0.0252991452991453
YEN1,YER041W,0.00199900049975013
MXR1,YER042W,0.410609037328094
ERG28,YER044C,0.154925775978408
ACA1,YER045C,0.00299850074962518
SPO73,YER046W,0.0238095238095238
SAP1,YER047C,0.00960768614891914
CAJ1,YER048C,0.333914053426249
ISD11,YER048W-A,0.404301075268817
TPA1,YER049W,0.0146635244828489
RSM18,YER050C,0.273691186216037
JHD1,YER051W,0.000662690523525514
HOM3,YER052C,0.34247311827957
PIC2,YER053C,0.157756354075372
,YER053C-A,3.86851363236588
GIP2,YER054C,0.0431873479318735
FCY2,YER056C,0.0511551155115511
RPL34A,YER056C-A,2.61686474250142
HMF1,YER057C,0.517161140197789
PET117,YER058W,0.035437430786268
PCL6,YER059W,0.0526577247888723
FCY21,YER060W,-0.00299850074962519
CEM1,YER061C,0.125252525252525
GPP2,YER062C,0.469159475870885
THO1,YER063W,0.289604608536266
VHR2,YER064C,-0.00163800163800164
ICL1,YER065C,3.89805097451274
RRT13,YER066W,0.000999500249875062
RGI1,YER067W,3.18464730290456
MOT2,YER068W,0.12962962962963
"ARG5,6",YER069W,0.652091767881242
TDA2,YER071C,0.172284644194757
VTC1,YER072W,0.0249589490968801
ALD5,YER073W,0.251968503937008
PTP3,YER075C,0.00576923076923077
,YER076C,0.000999500249875063
,YER076W-A,0.01085776330076
,YER077C,0.028023598820059
ICP55,YER078C,0.11031175059952
,YER078W-A,0.131434282858571
,YER079W,0.225308641975309
SER3,YER081W,0.178928247048138
UTP7,YER082C,0.0611814345991561
GET2,YER083C,0.0296416060361089
,YER084W,0.0584707646176912
,YER084W-A,0.00868621064060804
,YER085C,-0.00299850074962519
ILV1,YER086W,0.634692246203038
SBH1,YER087C-B,0.105610561056106
AIM10,YER087W,0.0742213386348575
DOT6,YER088C,0.00589390962671906
PTC2,YER089C,0.29253112033195
TRP2,YER090W,0.336435711823509
MET6,YER091C,2.59230369214769
,YER091C-A,0.0736040609137056
IES5,YER092W,0.058968058968059
TSC11,YER093C,0.101449275362319
AIM11,YER093C-A,0.0350877192982456
RAD51,YER095W,0.0421860019175455
SHC1,YER096W,0.0139930034982509
UBP9,YER098W,0.025
PRS2,YER099C,0.138964577656676
UBC6,YER100W,0.0204872646733112
AST2,YER101C,0.114782608695652
SSA4,YER103W,1.39404656646036
RTT105,YER104W,0.0178837555886736
NUP157,YER105C,0.0553015458306118
MAM1,YER106W,0.0293466223698782
GLE2,YER107C,0.101661779081134
SWI4,YER111C,0.0174358974358974
LSM4,YER112W,0.190123456790123
TMN3,YER113C,0.0248803827751196
BOI2,YER114C,0.0461538461538462
SPR6,YER115C,-0.000553709856035439
SLX8,YER116C,0.00357653791130186
AVT6,YER119C,0.0105204872646733
SCS2,YER120W,0.747508305647841
,YER121W,0.0692137320044297
GLO3,YER122C,0.258582502768549
YCK3,YER123W,0.0437430786267996
DSE1,YER124C,-0.00055005500550055
LCP5,YER127W,
VFA1,YER128W,0.0398671096345515
SAK1,YER129W,0.0085401654657059
COM2,YER130C,0.00166112956810631
RPS26B,YER131W,1.70483870967742
PMD1,YER132C,0.00587136375767281
,YER134C,0.167704011065007
,YER135C,0.000516795865633076
GDI1,YER136W,0.809620596205962
,YER137C,0.0138427464008859
,YER137W-A,0.000846023688663284
,YER138W-A,0.00166112956810631
RTR1,YER139C,0.0482866043613707
EMP65,YER140W,0.00825082508250825
COX15,YER141W,0.331738437001595
MAG1,YER142C,0.0450643776824034
DDI1,YER143W,0.171339563862928
UBP5,YER144C,0.00719822812846069
FTR1,YER145C,0.10061527325371
LSM5,YER146W,0.34877529286475
