gene,systematicName,intensity
SCC4,YER147C,0.0461997019374069
SPT15,YER148W,0.0738562091503268
PEA2,YER149C,0.0296778863554108
SPI1,YER150W,0.126799557032115
UBP3,YER151C,0.106280193236715
,YER152C,0.0353634577603143
PET122,YER153C,0.0429208472686734
OXA1,YER154W,0.211031175059952
BEM2,YER155C,0.0538461538461538
,YER156C,0.437067773167358
COG3,YER157W,0.0382059800664452
,YER158C,0.00166112956810631
BUR6,YER159C,0.194281237759499
SPT2,YER161C,0.028410967955071
RAD4,YER162C,0.0193740685543964
GCG1,YER163C,0.0573770491803279
CHD1,YER164W,0.035670356703567
DNF1,YER166W,0.056140350877193
BCK2,YER167W,0.0081799591002045
CCA1,YER168C,0.0747663551401869
RPH1,YER169W,0.0524160524160524
ADK2,YER170W,0.0680044593088071
RAD3,YER171W,0.0385802469135802
BRR2,YER172C,0.0280864197530864
RAD24,YER173W,0.00479616306954436
TMT1,YER175C,0.0987179487179487
,YER175W-A,0.000553709856035438
ECM32,YER176W,0.0437606837606838
PDA1,YER178W,2.24299065420561
DMC1,YER179W,0.0365448504983389
ISC10,YER180C,0.0
SLO1,YER180C-A,0.128339140534262
,YER181C,0.0160044150110375
FMP10,YER182W,0.208602150537634
TOG1,YER184C,0.00166112956810631
PUG1,YER185W,0.00110741971207088
,YER186C,0.00498338870431894
,YER187W,0.00276854928017719
,YER188W,0.00846023688663283
YRF1-2,YER190W,-0.00101936799184506
DEG1,YFL001W,0.0313356835095966
SPB4,YFL002C,0.0460853626603823
MSH4,YFL003C,0.0221483942414175
VTC2,YFL004W,0.000505816894284269
BLM10,YFL007W,0.00977517106549364
SMC1,YFL008W,0.04154682007031
CDC4,YFL009W,-0.0037746806039489
WWM1,YFL010C,0.719062392278525
AUA1,YFL010W-A,0.00324149108589951
HXT10,YFL011W,0.0105348460291734
,YFL012W,0.00486223662884927
IES1,YFL013C,0.0515970515970516
HSP12,YFL014W,20.0459081836327
,YFL015C,0.00289540354686935
,YFL015W-A,-0.00144770177343467
MDJ1,YFL016C,0.341207349081365
GNA1,YFL017C,0.318925998690242
SMX2,YFL017W-A,0.303710094909405
LPD1,YFL018C,3.14148681055156
,YFL019C,0.0079623597538907
PAU5,YFL020C,-0.00108049702863317
BUD27,YFL023W,0.0256204963971177
EPL1,YFL024C,0.00661157024793389
BST1,YFL025C,0.0183006535947712
STE2,YFL026W,0.0478547854785479
GYP8,YFL027C,0.0129659643435981
CAK1,YFL029C,0.0516339869281046
AGX1,YFL030W,0.371137409598948
HAC1,YFL031W,-0.000689417442261289
RIM15,YFL033C,0.0214592274678112
RPL22B,YFL034C-A,0.265591397849462
MOB2,YFL034C-B,0.0610774992797465
,YFL034W,0.020910209102091
YPT1,YFL038C,-0.000881834215167548
,YFL040W,0.0135062128579146
FET5,YFL041W,0.0756253635834788
,YFL041W-A,-0.00108049702863317
,YFL042C,0.00594273365748244
OTU1,YFL044C,0.121578795736099
SEC53,YFL045C,1.06288693385468
FMP32,YFL046W,0.145326850351162
RGD2,YFL047W,0.05995599559956
EMP47,YFL048C,0.029086678301338
SWP82,YFL049W,0.0278688524590164
ALR2,YFL050C,1.1564470242784e-18
,YFL052W,0.00270124257158293
DAK2,YFL053W,0.00108049702863317
,YFL054C,0.00324149108589951
AGP3,YFL055W,0.0140464613722312
THI5,YFL058W,0.00305810397553517
SNZ3,YFL059W,0.00611620795107034
SNO3,YFL060C,0.000509683995922527
DDI2,YFL061W,0.00152905198776758
COS4,YFL062W,-0.00165016501650165
,YFL063W,0.0
,YFL066C,0.0011037527593819
,YFL068W,0.00152905198776758
LOC1,YFR001W,0.140804597701149
NIC96,YFR002W,0.145483613109512
YPI1,YFR003C,0.00407213496218732
RPN11,YFR004W,0.345698924731183
SAD1,YFR005C,0.0176600441501104
,YFR006W,0.111560226354082
YFH7,YFR007W,0.0578065910318747
FAR7,YFR008W,0.0243111831442464
GCN20,YFR009W,0.159709618874773
MIC19,YFR011C,0.304985337243402
DCV1,YFR012W,0.00594273365748244
,YFR012W-A,0.0037817396002161
IOC3,YFR013W,0.0301353013530135
CMK1,YFR014C,0.210144927536232
GSY1,YFR015C,0.557635467980296
,YFR016C,0.0298210735586481
IGD1,YFR017C,0.304243394715773
,YFR020W,0.000540248514316585
ATG18,YFR021W,0.0693069306930693
ROG3,YFR022W,0.00252047889098929
PES4,YFR023W,0.0100819155639572
LSB3,YFR024C-A,0.352035203520352
HIS2,YFR025C,0.0990379173740804
ECO1,YFR027W,0.004674262342974
CDC14,YFR028C,0.106314948041567
MET10,YFR030W,0.0191846522781775
SMC2,YFR031C,0.0117283950617284
RRT5,YFR032C,0.000540248514316586
RPL29,YFR032C-A,6.31669266770671
,YFR032C-B,-0.00108049702863317
QCR6,YFR033C,1.59818902093945
PHO4,YFR034C,0.0262927256792287
,YFR034W-A,0.00434310532030402
CDC26,YFR036W,0.0102398275397467
RSC8,YFR037C,0.168630531552763
IRC5,YFR038W,0.0037817396002161
OSW7,YFR039C,0.0264721772015127
ERJ5,YFR041C,0.125620800467426
IRC6,YFR043C,0.0686115613182064
DUG1,YFR044C,1.04619883040936
,YFR045W,0.0172879524581307
BNA6,YFR047C,0.639816633922724
RMD8,YFR048W,0.00230111768573307
YMR31,YFR049W,0.846127946127946
PRE4,YFR050C,0.498830409356725
RPN12,YFR052W,0.579234972677596
HXK1,YFR053C,5.09724388975559
,YFR054C,-0.000723850886717337
IRC7,YFR055W,0.0
,YFR057W,-0.00216099405726634
ERP6,YGL002W,0.0737240075614367
CDH1,YGL003C,0.00756143667296786
COG7,YGL005C,0.0420353982300885
PMC1,YGL006W,0.188888888888889
,YGL006W-A,0.0518638573743922
BRP1,YGL007W,0.0
PMA1,YGL008C,4.79929266136163
LEU1,YGL009C,0.76982021809608
MPO1,YGL010W,0.0822271386430678
SCL1,YGL011C,0.396491228070175
ERG4,YGL012W,0.630606860158311
PDR1,YGL013C,0.0264288074000661
PUF4,YGL014W,0.0568115942028986
KAP122,YGL016W,0.106432748538012
ATE1,YGL017W,0.0458937198067633
JAC1,YGL018C,0.162962962962963
CKB1,YGL019W,0.139980824544583
GET1,YGL020C,0.175012645422357
ALK1,YGL021W,-0.00162074554294976
STT3,YGL022W,0.500879507475814
PIB2,YGL023C,0.0400696864111498
PGD1,YGL025C,0.0336088154269972
TRP5,YGL026C,1.08533077660594
CWH41,YGL027C,0.00972447325769854
SCW11,YGL028C,0.0
CGR1,YGL029W,0.091745757837216
RPL30,YGL030W,-0.000615006150061502
RPL24A,YGL031C,2.39198349543177
AGA2,YGL032C,0.0135062128579146
HOP2,YGL033W,0.0837385197190708
,YGL034C,0.0165374677002584
MIG1,YGL035C,0.0499145299145299
,YGL036W,0.0160044150110375
PNC1,YGL037C,3.13462493790363
OCH1,YGL038C,0.0262725779967159
HEM2,YGL040C,0.432918395573997
,YGL041C,0.0160744500846024
,YGL041C-B,0.185305240410589
,YGL041W-A,0.186925985953539
DST1,YGL043W,0.254346746150025
RNA15,YGL044C,0.104234527687296
RIM8,YGL045W,0.00810372771474878
ALG13,YGL047W,0.013151239251391
RPT6,YGL048C,0.377613776137761
TIF4632,YGL049C,0.184959349593496
TYW3,YGL050W,0.0649023314429742
MST27,YGL051W,0.00793650793650794
PRM8,YGL053W,0.00713557594291539
ERV14,YGL054C,0.274548440065681
OLE1,YGL055W,0.156299840510367
SDS23,YGL056C,0.202620645573666
GEP7,YGL057C,0.0810207336523126
RAD6,YGL058W,0.00521342456826328
PKP2,YGL059W,0.0418060200668896
YBP2,YGL060W,0.0514905149051491
DUO1,YGL061C,0.052991452991453
PYC1,YGL062W,1.14640048396854
MRH4,YGL064C,0.0328874024526198
SGF73,YGL066W,0.0264462809917355
NPY1,YGL067W,0.101449275362319
MNP1,YGL068W,0.702537182852144
RPB9,YGL070C,0.219154443485764
AFT1,YGL071W,0.0117302052785924
HSF1,YGL073W,0.0292864749733759
MPS2,YGL075C,0.00348432055749129
HNM1,YGL077C,0.073202614379085
DBP3,YGL078C,0.175895765472313
KXD1,YGL079W,0.0432198811453268
MPC1,YGL080W,0.13716814159292
,YGL081W,0.0151269584008644
,YGL082W,0.129659643435981
SCY1,YGL083W,0.0399783900594273
GUP1,YGL084C,0.0742092457420925
LCL3,YGL085W,0.0178372352285396
MAD1,YGL086W,0.0247711362412493
MMS2,YGL087C,0.558488106875204
,YGL088W,0.00325732899022801
MF(ALPHA)2,YGL089C,0.0421393841166937
LIF1,YGL090W,0.00648702594810379
NBP35,YGL091C,0.0269469145782808
NUP145,YGL092W,0.147509578544061
SPC105,YGL093W,0.0075493612078978
PAN2,YGL094C,0.0260328239954726
VPS45,YGL095C,0.0715883668903803
TOS8,YGL096W,0.00324149108589951
SRM1,YGL097W,0.447316882099491
USE1,YGL098W,0.0237709346299298
LSG1,YGL099W,0.158038147138965
,YGL101W,0.117878192534381
VPS73,YGL104C,0.0172879524581307
ARC1,YGL105W,1.41720430107527
MLC1,YGL106W,0.0127865961199295
RMD9,YGL107C,0.0743657042869641
,YGL108C,0.104267963263101
CUE3,YGL110C,0.0227066303360581
NSA1,YGL111W,0.0605268887437405
TAF6,YGL112C,0.0562841530054645
SLD3,YGL113W,0.00894187779433681
,YGL114W,0.00270124257158293
SNF4,YGL115W,0.17601246105919
,YGL118C,0.000723850886717337
GPG1,YGL121C,0.515752993068683
NAB2,YGL122C,0.163917255826133
MON1,YGL124C,0.0114832535885167
MET13,YGL125W,0.105465004793864
SCS3,YGL126W,0.097165991902834
SOH1,YGL127C,0.0420032310177706
CWC23,YGL128C,0.0215686274509804
RSM23,YGL129C,0.163879598662207
SNT2,YGL131C,0.00261437908496732
ITC1,YGL133W,0.0454414725337935
PCL10,YGL134W,0.000683760683760684
MRM2,YGL136C,0.0162074554294976
SEC27,YGL137W,0.620716510903427
,YGL138C,0.0480821177741761
FLC3,YGL139W,0.0680693069306931
,YGL140C,0.0112657388999337
HUL5,YGL141W,0.067283950617284
GPI10,YGL142C,0.0389082462253194
ROG1,YGL144C,0.0145867098865478
TIP20,YGL145W,0.0253916801728795
RRT6,YGL146C,0.00540248514316586
RPL9A,YGL147C,1.87903225806452
INO80,YGL150C,0.0324692327834512
NUT1,YGL151W,0.0606060606060606
PEX14,YGL153W,0.0743169398907104
LYS5,YGL154C,0.00810372771474878
CDC43,YGL155W,0.0345679012345679
AMS1,YGL156W,0.114532685035116
ARI1,YGL157W,0.245061728395062
RCK1,YGL158W,-0.000540248514316584
,YGL159W,0.0956239870340357
YIP5,YGL161C,0.00205128205128205
SUT1,YGL162W,0.00119904076738609
RAD54,YGL163C,-1.15648231731787e-18
YRB30,YGL164C,0.114734299516908
CUP2,YGL166W,0.0288101411696917
PMR1,YGL167C,0.254187192118227
SUA5,YGL169W,0.0250867360555111
SPO74,YGL170C,0.0226843100189036
ROK1,YGL171W,0.00212992545260916
NUP49,YGL172W,0.0923143914652732
XRN1,YGL173C,0.41780199818347
BUD13,YGL174W,0.0321355536079462
SAE2,YGL175C,0.00819672131147541
,YGL176C,0.00252047889098929
MPT5,YGL178W,0.0272217774219375
TOS3,YGL179C,0.00630119722747322
ATG1,YGL180W,0.0230961298377029
GTS1,YGL181W,0.196923076923077
MND1,YGL183C,-2.31296463463574e-18
STR3,YGL184C,0.0352941176470588
,YGL185C,0.0282965478211658
TPN1,YGL186C,0.00215575316626246
COX4,YGL187C,2.07811447811448
,YGL188C,0.00155038759689923
CDC55,YGL190C,0.141744548286604
IME4,YGL192W,0.00756143667296786
,YGL193C,0.00189035916824197
HOS2,YGL194C,0.0281240012783637
,YGL194C-A,0.0056710775047259
GCN1,YGL195W,0.223520249221184
DSD1,YGL196W,0.1411468178954
MDS3,YGL197W,0.0239808153477218
YIP4,YGL198W,0.00307827616534741
EMP24,YGL200C,0.994535519125683
MCM6,YGL201C,0.0555555555555555
ARO8,YGL202W,0.727787209960385
KEX1,YGL203C,0.106308991554893
,YGL204C,0.0333963453056081
POX1,YGL205W,0.0592312539382483
CHC1,YGL206C,1.16466826538769
SPT16,YGL207W,0.480874316939891
SIP2,YGL208W,0.0663176265270506
MIG2,YGL209W,0.00198216055500496
YPT32,YGL210W,0.180214240705734
NCS6,YGL211W,0.0124183006535948
VAM7,YGL212W,0.0506172839506173
SKI8,YGL213C,0.220867208672087
CLG1,YGL215W,0.00126023944549464
KIP3,YGL216W,0.0205128205128205
MDM34,YGL219C,0.00861604738826064
FRA2,YGL220W,0.260019550342131
NIF3,YGL221C,0.314035087719298
EDC1,YGL222C,0.0136138613861386
COG1,YGL223C,0.0283553875236295
SDT1,YGL224C,0.00378071833648393
VRG4,YGL225W,0.259453170447935
OST5,YGL226C-A,0.188663967611336
MTC3,YGL226W,0.0457227138643068
VID30,YGL227W,0.0599250936329588
SHE10,YGL228W,0.184625078764965
SAP4,YGL229C,0.00587136375767281
,YGL230C,0.00126023944549464
EMC4,YGL231C,0.0356275303643725
TAN1,YGL232W,0.168518518518519
SEC15,YGL233W,0.0561056105610561
"ADE5,7",YGL234W,0.805187150014736
,YGL235W,0.00126023944549464
HAP2,YGL237C,0.0291026677445432
CSE1,YGL238W,0.17037037037037
DOC1,YGL240W,0.0163934426229508
KAP114,YGL241W,0.0566959921798631
,YGL242C,0.39067422810334
TAD1,YGL243W,0.0100819155639572
RTF1,YGL244W,0.1786133960047
GUS1,YGL245W,0.832301797819039
RAI1,YGL246C,0.0919540229885057
BRR6,YGL247W,0.0355411954765751
PDE1,YGL248W,0.00126023944549464
ZIP2,YGL249W,0.0144927536231884
RMR1,YGL250W,0.129011132940406
HFM1,YGL251C,0.00798722044728434
RTG2,YGL252C,0.201288244766506
HXK2,YGL253W,3.54966106690245
FZF1,YGL254W,0.00195503421309873
ZRT1,YGL255W,0.465390749601276
ADH4,YGL256W,3.79542920847269
MNT2,YGL257C,0.00591715976331361
,YGL258W-A,-0.00189035916824197
YPS5,YGL259W,0.00252047889098929
,YGL260W,-0.000630119722747322
PAU11,YGL261C,0.0
,YGL262W,-0.000630119722747322
SWC4,YGR002C,0.0213114754098361
CUL3,YGR003W,0.01338199513382
PEX31,YGR004W,0.0375153751537515
PRP18,YGR006W,0.0394144144144144
ECT1,YGR007W,0.0535868625756266
STF2,YGR008C,2.66283157558325
NMA2,YGR010W,0.0570440795159896
,YGR012W,0.0973118279569893
SNU71,YGR013W,0.0248385494287134
MSB2,YGR014W,0.00675675675675676
,YGR015C,0.0134385042360502
,YGR016W,0.0331345261762757
,YGR017W,0.124426981008513
,YGR018C,0.00506756756756757
UGA1,YGR019W,0.455035971223022
VMA7,YGR020C,0.985148514851485
MTL1,YGR023W,0.0427350427350427
THG1,YGR024C,0.0521457085828343
,YGR025W,0.0456852791878173
,YGR026W,0.274032459425718
RPS25A,YGR027C,3.96359854394176
MSP1,YGR028W,0.16989247311828
POP6,YGR030C,0.0477423065861375
NAG1,YGR031C-A,1.15648231731787e-18
IMO32,YGR031W,0.0883639545056868
GSC2,YGR032W,0.0239316239316239
TIM21,YGR033C,0.133333333333333
RPL26B,YGR034W,2.26956221992416
,YGR035C,0.0123873873873874
,YGR035W-A,0.00788288288288288
CAX4,YGR036C,0.0370015948963317
ACB1,YGR037C,1.80428769017981
ORM1,YGR038W,0.295514511873351
,YGR039W,0.0101339124140427
KSS1,YGR040W,0.0385964912280702
BUD9,YGR041W,0.000657462195923733
,YGR042W,0.00915032679738562
NQM1,YGR043C,1.23467432950192
RME1,YGR044C,0.00161681487469684
,YGR045C,0.0211505922165821
TAM41,YGR046W,0.114269788182832
TFC4,YGR047C,0.0198708395429707
UFD1,YGR048W,0.10679012345679
SCM4,YGR049W,0.0365591397849462
,YGR051C,0.000723850886717335
FMP48,YGR052W,0.00496770988574267
,YGR053C,0.035472972972973
,YGR054W,0.284183994959042
MUP1,YGR055W,0.017636684303351
RSC1,YGR056W,0.0278330019880716
LST7,YGR057C,0.0182734719596723
SPR3,YGR059W,0.00337837837837838
ERG25,YGR060W,0.351914414414414
ADE6,YGR061C,0.687606112054329
COX18,YGR062C,0.0346607669616519
SPT4,YGR063C,0.346743295019157
VHT1,YGR065C,0.15230961298377
,YGR066C,0.0157657657657658
,YGR067C,0.0343468468468468
ROM1,YGR070W,0.00563063063063063
ENV11,YGR071C,0.00592353257942919
UPF3,YGR072W,0.0262820512820513
SMD1,YGR074W,0.00792349726775957
PRP38,YGR075C,-0.00273224043715847
MRPL25,YGR076C,0.239784946236559
PEX8,YGR077C,0.0225225225225225
PAC10,YGR078C,0.217166494312306
,YGR079W,1.15648231731787e-18
TWF1,YGR080W,0.209316394434362
SLX9,YGR081C,0.043979969518833
TOM20,YGR082W,0.439195100612423
GCD2,YGR083C,0.148538011695906
RPL11B,YGR085C,1.66283524904215
PIL1,YGR086C,4.24388975559022
PDC6,YGR087C,0.446859903381642
CTT1,YGR088W,2.23912463303976
NNF2,YGR089W,0.0161943319838057
UTP22,YGR090W,0.134099616858238
PRP31,YGR091W,0.0253086419753086
DBF2,YGR092W,0.0121012101210121
DRN1,YGR093W,0.0341597796143251
VAS1,YGR094W,0.461217948717949
RRP46,YGR095C,0.0912280701754386
TPC1,YGR096W,0.00916195095661547
ASK10,YGR097W,0.0329041487839771
ESP1,YGR098C,0.00143061516452074
TEL2,YGR099W,0.0271703114645461
MDR1,YGR100W,0.0443021083533493
PCP1,YGR101W,0.0688995215311005
GTF1,YGR102C,0.0571348940914158
NOP7,YGR103W,0.280651340996169
SRB5,YGR104C,0.0534435261707989
VOA1,YGR106C,0.269144144144144
,YGR107W,0.00155038759689922
CLB1,YGR108W,-0.000660720185001653
CLD1,YGR110W,0.0844594594594595
SHY1,YGR112W,0.0435103244837758
DAM1,YGR113W,0.0287539936102236
SPT6,YGR116W,0.337641989815903
,YGR117C,0.0645850013344009
NUP57,YGR119C,0.100738396624473
COG2,YGR120C,0.0466288594833018
MEP1,YGR121C,0.0599250936329588
,YGR121W-A,0.116572148708255
,YGR122W,0.0329041487839771
PPT1,YGR123C,0.150311526479751
ASN2,YGR124W,0.908602150537634
,YGR126W,0.0408997955010225
,YGR127W,0.0861486486486486
UTP8,YGR128C,0.128084606345476
SYF2,YGR129W,0.0486338797814208
,YGR130C,0.539493293591654
FHN1,YGR131W,0.00731981981981982
PHB1,YGR132C,0.97841726618705
PEX4,YGR133W,0.0272277227722772
PRE9,YGR135W,0.440537745604964
LSB1,YGR136W,0.410132039881434
TPO2,YGR138C,0.0160891089108911
,YGR139W,0.00169204737732656
CBF2,YGR140W,0.014207650273224
BTN2,YGR142W,0.00429184549356223
SKN1,YGR143W,0.00619369369369369
THI4,YGR144W,0.0754504504504505
ENP2,YGR145W,0.0489864864864865
ECL1,YGR146C,0.0
,YGR146C-A,0.00881834215167548
NAT2,YGR147C,0.114439946018893
,YGR149W,0.0735042735042735
CCM1,YGR150C,0.0235988200589971
RSR1,YGR152C,0.132882882882883
,YGR153W,0.00225225225225225
GTO1,YGR154C,0.0292792792792793
CYS4,YGR155W,1.17595048629531
PTI1,YGR156W,0.0258481421647819
CHO2,YGR157W,0.101163378856854
MTR3,YGR158C,0.091403004154682
NSR1,YGR159C,0.701411509229099
RTS3,YGR161C,0.041358024691358
,YGR161W-C,0.11204954954955
TIF4631,YGR162W,0.377475947934352
GTR2,YGR163W,0.0959860383944154
,YGR164W,0.00386313465783664
MRPS35,YGR165W,0.152188552188552
TRS65,YGR166W,0.0186154741128563
CLC1,YGR167W,1.08970976253298
,YGR168C,0.00252047889098929
PUS6,YGR169C,0.0139165009940358
LSO2,YGR169C-A,0.281033396345306
PSD2,YGR170W,0.0197072072072072
MSM1,YGR171C,0.0391380826737027
RBG2,YGR173W,0.140641158221303
CBP4,YGR174C,0.190265486725664
,YGR174W-A,0.00844594594594594
ERG1,YGR175C,0.737538940809969
ATF2,YGR177C,0.0161861406170966
PBP1,YGR178C,0.182711198428291
OKP1,YGR179C,0.0186154741128563
RNR4,YGR180C,2.41133645345814
QCR9,YGR183C,0.954838709677419
TYS1,YGR185C,0.98389694041868
TFG1,YGR186W,0.100086281276963
HGH1,YGR187C,0.269754768392371
BUB1,YGR188C,0.0022038567493113
CRH1,YGR189C,0.0388513513513513
HIP1,YGR191W,0.0156545209176788
TDH3,YGR192C,34.7025481019241
PDX1,YGR193C,0.397993311036789
XKS1,YGR194C,0.166327913279133
SKI6,YGR195W,0.103407755581669
FYV8,YGR196C,0.052991452991453
SNG1,YGR197C,0.00675675675675675
YPP1,YGR198W,0.0278688524590164
PMT6,YGR199W,0.00788288288288288
ELP2,YGR200C,0.0638629283489097
,YGR201C,0.26463963963964
YCH1,YGR203W,0.25147347740668
,YGR204C-A,0.0411036036036036
ADE3,YGR204W,1.58153241650295
TDA10,YGR205W,0.456246838644411
MVB12,YGR206W,0.0492700729927007
CIR1,YGR207C,0.664516129032258
SER2,YGR208W,0.269017980636238
TRX2,YGR209C,3.78903826266805
,YGR210C,0.114441416893733
ZPR1,YGR211W,0.18450184501845
SLI1,YGR212W,0.00731981981981982
RPS0A,YGR214W,2.61050442017681
GPI1,YGR216C,0.0123873873873874
CCH1,YGR217W,0.0032336297493937
CRM1,YGR218W,0.479435957696827
MRPL9,YGR220C,0.349462365591398
TOS2,YGR221C,0.00252047889098929
PET54,YGR222W,0.0624303232998885
HSV2,YGR223C,0.0174216027874564
AZR1,YGR224W,0.00378071833648393
AMA1,YGR225W,0.00788288288288288
DIE2,YGR227W,0.00337837837837838
SMI1,YGR229C,0.326378539493294
BNS1,YGR230W,0.018018018018018
PHB2,YGR231C,0.431182795698925
NAS6,YGR232W,0.238632478632479
PHO81,YGR233C,0.0299625468164794
YHB1,YGR234W,0.466254052460949
MIC26,YGR235C,0.36290967226219
SPG1,YGR236C,0.0478603603603604
,YGR237C,0.0544927536231884
KEL2,YGR238C,0.0225314777998675
PEX21,YGR239C,0.0186368477103301
PFK1,YGR240C,2.04212168486739
,YGR240C-A,0.0
YAP1802,YGR241C,0.0897575099529497
MPC3,YGR243W,0.740157480314961
LSC2,YGR244C,0.894098625707357
SDA1,YGR245C,0.00303527063442756
BRF1,YGR246C,0.0146635244828489
CPD1,YGR247W,0.088963963963964
SOL4,YGR248W,1.32095144998371
MGA1,YGR249W,0.0106981981981982
,YGR250C,0.192411924119241
NOP19,YGR251W,0.00740256912693229
GCN5,YGR252W,0.0242424242424242
PUP2,YGR253C,0.41389913899139
ENO1,YGR254W,13.4777483053345
COQ6,YGR255C,0.142390594382756
RAD2,YGR258C,0.0218978102189781
TNA1,YGR260W,0.0535885167464115
APL6,YGR261C,0.0698080279232112
BUD32,YGR262C,0.120497707924034
SAY1,YGR263C,0.0472089314194577
MES1,YGR264C,0.50752688172043
,YGR266W,0.105715730905412
HUA1,YGR268C,0.0660239555945077
YTA7,YGR270W,0.031305114638448
EFG1,YGR271C-A,0.0500762029174831
SLH1,YGR271W,0.0156521739130435
,YGR273C,0.0563063063063063
TAF1,YGR274C,0.0247339660626977
RTT102,YGR275W,0.171455938697318
RNH70,YGR276C,0.0237306843267108
CAB4,YGR277C,0.135265700483092
CWC22,YGR278W,0.0247850278199292
SCW4,YGR279C,0.0456081081081081
PXR1,YGR280C,0.0291748312649684
YOR1,YGR281W,0.0121012101210121
BGL2,YGR282C,0.272522522522523
,YGR283C,0.0169823644676682
ERV29,YGR284C,0.301633986928105
ZUO1,YGR285C,1.07150537634409
BIO2,YGR286C,0.751950947603122
IMA1,YGR287C,0.00819155639571519
MAL13,YGR288W,0.00693131695022054
MAL11,YGR289C,0.00112612612612613
,YGR291C,0.00217155266015201
MAL12,YGR292W,1.15648231731787e-18
COS6,YGR295C,0.00152905198776758
RPL14B,YHL001W,1.50101936799185
HSE1,YHL002W,0.126126126126126
MRP4,YHL004W,0.304556354916067
SHU1,YHL006C,0.026463963963964
STE20,YHL007C,0.0717948717948718
,YHL008C,0.00412541254125413
YAP3,YHL009C,0.0236243157591472
ETP1,YHL010C,0.0171503957783641
PRS3,YHL011C,0.158986796011857
,YHL012W,0.00168918918918919
OTU2,YHL013C,0.121159420289855
YLF2,YHL014C,0.0404964075767472
,YHL015W-A,0.0185810810810811
DUR3,YHL016C,0.00281531531531532
,YHL017W,0.15347721822542
,YHL018W,0.0759587020648968
APM2,YHL019C,0.0219594594594595
OPI1,YHL020C,0.0123855681206247
AIM17,YHL021C,1.3101518784972
SPO11,YHL022C,0.00731981981981982
NPR3,YHL023C,0.00619369369369369
RIM4,YHL024W,0.0315059861373661
SNF6,YHL025W,0.0475020475020475
,YHL026C,0.00460223537146614
RIM101,YHL027W,0.0563607085346216
WSC4,YHL028W,0.0066006600660066
ECM29,YHL030W,0.060248853962017
GOS1,YHL031C,0.00378071833648393
GUT1,YHL032C,0.112886048988285
SBP1,YHL034C,1.0426731078905
VMR1,YHL035C,-0.00126023944549464
MUP3,YHL036W,0.00232288037166086
,YHL037C,0.000723850886717334
CBP2,YHL038C,0.0250836120401338
EFM1,YHL039W,0.0889348500517063
ARN1,YHL040C,0.00412541254125413
,YHL042W,0.0264650283553875
ECM34,YHL043W,0.00819155639571519
,YHL044W,0.000630119722747322
,YHL045W,0.00423011844331642
PAU13,YHL046C,0.00126023944549464
ARN2,YHL047C,0.00126023944549464
,YHL048C-A,-0.000881834215167548
COS8,YHL048W,0.026952695269527
,YHL049C,-1.15648231731787e-18
,YHL050C,0.000509683995922528
OSH7,YHR001W,0.316939890710383
QCR10,YHR001W-A,0.202099737532808
LEU5,YHR002W,0.00756143667296786
TCD1,YHR003C,0.102318145483613
NEM1,YHR004C,0.0187265917602996
GPA1,YHR005C,0.128121606948969
TIM10,YHR005C-A,
STP2,YHR006W,0.00275766976904516
ERG11,YHR007C,0.14797507788162
,YHR007C-A,0.0491493383742911
SOD2,YHR008C,3.11679790026247
TDA3,YHR009C,0.126163391933816
VPS29,YHR012W,0.12224322621298
ARD1,YHR013C,0.291454442558008
SPO13,YHR014W,0.000630119722747321
MIP6,YHR015W,0.0211965811965812
YSC84,YHR016C,0.215980024968789
YSC83,YHR017W,0.0976253298153034
ARG4,YHR018C,0.774922118380062
DED81,YHR019C,0.0621693121693122
,YHR020W,-0.00109938434476693
ECM12,YHR021W-A,0.00334448160535117
,YHR022C,0.0144927536231884
MYO1,YHR023W,0.0115511551155116
MAS2,YHR024C,0.195843325339728
THR1,YHR025W,0.700111482720178
VMA16,YHR026W,0.124452234881683
RPN1,YHR027C,0.453763440860215
DAP2,YHR028C,0.00390189520624303
YHI9,YHR029C,0.169453734671126
SLT2,YHR030C,0.168132942326491
RRM3,YHR031C,0.00397416790859414
,YHR032C-A,0.00289540354686935
ERC1,YHR032W,-0.000278706800445931
,YHR032W-A,0.00289540354686935
,YHR033W,0.0217391304347826
PIH1,YHR034C,0.0163719711853307
BRL1,YHR036W,0.0121654501216545
PUT2,YHR037W,0.449693788276465
RRF1,YHR038W,0.18047138047138
MSC7,YHR039C,0.168338907469342
VMA10,YHR039C-A,1.35892961023851
BCD1,YHR040W,0.00979544799769519
SRB2,YHR041C,0.0632271117855336
NCP1,YHR042W,0.317898193760263
DOG1,YHR044C,1.15653525687707e-18
,YHR045W,0.0479111890154835
INM1,YHR046C,0.0432220039292731
AAP1,YHR047C,0.108602150537634
YHK8,YHR048W,0.00250836120401338
,YHR049C-A,0.0022075055187638
FSH1,YHR049W,0.513831258644537
SMF2,YHR050W,0.00637642919964819
,YHR050W-A,0.0017636684303351
COX6,YHR051W,1.67629046369204
CIC1,YHR052W,0.268548678972132
CUP1-1,YHR053C,0.0
,YHR054C,0.00203873598369011
CUP1-2,YHR055C,-1.15648231731787e-18
CPR2,YHR057C,0.0195094760312152
MED6,YHR058C,0.0600830936401406
FYV4,YHR059W,0.15959595959596
VMA22,YHR060W,0.0903010033444816
GIC1,YHR061C,0.00347739692001987
RPP1,YHR062C,0.0645802285146547
