gene,goId
ADK1,"['GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0006172', 'GO:0006270', 'GO:0009117', 'GO:0005737', 'GO:0005758', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0000166', 'GO:0004017', 'GO:0005524', 'GO:0016301', 'GO:0016740', 'GO:0016310', 'GO:0005737', 'GO:0005739', 'GO:0005758', 'GO:0005829', 'GO:0005739', 'GO:0005739', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005524', 'GO:0005524', 'GO:0016776', 'GO:0006172', 'GO:0036388', 'GO:0003688', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0019205', 'GO:0006139', 'GO:0046033', 'GO:0005737', 'GO:0005758', 'GO:0046940', 'GO:0004017', 'GO:0006172', 'GO:0046034']"
ADK2,"['GO:0046039', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0004017', 'GO:0046899', 'GO:0046899', 'GO:0046899', 'GO:0009142', 'GO:0009142', 'GO:0009142', 'GO:0046033', 'GO:0046033', 'GO:0046033', 'GO:0046033', 'GO:0046899', 'GO:0046899', 'GO:0009117', 'GO:0005743', 'GO:0005743', 'GO:0005759', 'GO:0004017', 'GO:0004017', 'GO:0016776', 'GO:0019205', 'GO:0046899', 'GO:0006139', 'GO:0006172', 'GO:0046033', 'GO:0046041', 'GO:0046940', 'GO:0005739', 'GO:0005759', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005759', 'GO:0005759', 'GO:0005759', 'GO:0005759', 'GO:0005759', 'GO:0000166', 'GO:0005525', 'GO:0016301', 'GO:0016740', 'GO:0046899', 'GO:0016310', 'GO:0005739', 'GO:0005759', 'GO:0005739', 'GO:0005524', 'GO:0005524']"
ADP1,"['GO:0042626', 'GO:0055085', 'GO:0140359', 'GO:0000166', 'GO:0005524', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0016021', 'GO:0000324', 'GO:0000329', 'GO:0005737', 'GO:0005783', 'GO:0005524', 'GO:0005524', 'GO:0016020']"
ADR1,"['GO:0003713', 'GO:0003713', 'GO:0001228', 'GO:0001228', 'GO:0001228', 'GO:0001228', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0061629', 'GO:0061629', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0001093', 'GO:0001094', 'GO:0006325', 'GO:0007031', 'GO:0031936', 'GO:0061410', 'GO:0061410', 'GO:0061425', 'GO:0061425', 'GO:0061429', 'GO:0061429', 'GO:0061429', 'GO:0005634', 'GO:0003677', 'GO:0046872', 'GO:0005634', 'GO:0005634', 'GO:0043565', 'GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0000981', 'GO:0005634', 'GO:0006357', 'GO:0006357', 'GO:0006357', 'GO:0006357', 'GO:0006357', 'GO:0006357', 'GO:0006357', 'GO:0006357', 'GO:0006357', 'GO:0006357', 'GO:0006357', 'GO:0045944', 'GO:0045944']"
ADY2,"['GO:0072488', 'GO:0016021', 'GO:0008519', 'GO:0015123', 'GO:0006846', 'GO:0015696', 'GO:0019740', 'GO:0055085', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0006811', 'GO:0015696', 'GO:0051321', 'GO:0005773', 'GO:0005774', 'GO:0005886', 'GO:0005886', 'GO:0016020', 'GO:0016021', 'GO:0005739', 'GO:0005739', 'GO:0005886', 'GO:0035433', 'GO:0015123', 'GO:0015123', 'GO:0015123']"
ADY3,"['GO:0003674', 'GO:0000001', 'GO:0000001', 'GO:0030435', 'GO:0030476', 'GO:0032120', 'GO:0005628', 'GO:0005628', 'GO:0070056', 'GO:0070056', 'GO:0005816', 'GO:0005816', 'GO:0005816', 'GO:0005816', 'GO:0005816', 'GO:0070056', 'GO:0007049', 'GO:0030435', 'GO:0051301', 'GO:0051321', 'GO:0005628', 'GO:0005737', 'GO:0005816', 'GO:0005856', 'GO:0016020']"
ADY4,"['GO:0005198', 'GO:0005198', 'GO:0035974', 'GO:0035974', 'GO:0030437', 'GO:0007049', 'GO:0030435', 'GO:0051301', 'GO:0051321', 'GO:0005737', 'GO:0005816', 'GO:0005856']"
AEP1,"['GO:0045182', 'GO:0006417', 'GO:0006417', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0045182', 'GO:0006417']"
AEP2,"['GO:0003674', 'GO:0070124', 'GO:0005739', 'GO:0003723', 'GO:0006417', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739']"
AEP3,"['GO:0003674', 'GO:0016071', 'GO:0070124', 'GO:0070124', 'GO:0005743', 'GO:0019898', 'GO:0005737', 'GO:0005739', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020']"
AFB1,"['GO:0003674', 'GO:0000749', 'GO:0000749', 'GO:0000749', 'GO:0000749', 'GO:0009277', 'GO:0071944', 'GO:0005576', 'GO:0016020', 'GO:0016020', 'GO:0031225']"
AFI1,"['GO:0003674', 'GO:0000282', 'GO:0051666', 'GO:0051666', 'GO:0005634', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005935', 'GO:0005737', 'GO:0005886', 'GO:0005886', 'GO:0005935', 'GO:0005935', 'GO:0000282', 'GO:0000282', 'GO:0051666', 'GO:0051666', 'GO:0005737', 'GO:0005938', 'GO:0048471']"
AFR1,"['GO:0003674', 'GO:0000753', 'GO:0032185', 'GO:0097271', 'GO:0003779', 'GO:0003779', 'GO:0003779', 'GO:0003779', 'GO:0030036', 'GO:0030036', 'GO:0030036', 'GO:0030036', 'GO:0000753', 'GO:0001400']"
AFT1,"['GO:0000987', 'GO:0000122', 'GO:0007059', 'GO:0032048', 'GO:0034087', 'GO:0034758', 'GO:0036086', 'GO:0036086', 'GO:0045132', 'GO:0045944', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0046872', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0000981', 'GO:0000981', 'GO:1990641', 'GO:0036086', 'GO:0000981', 'GO:0043515']"
AFT2,"['GO:0051536', 'GO:0000981', 'GO:0001228', 'GO:0001228', 'GO:0000978', 'GO:0006879', 'GO:0032048', 'GO:0034599', 'GO:0036086', 'GO:0045944', 'GO:0045944', 'GO:2000185', 'GO:0005634', 'GO:0005739', 'GO:0005739', 'GO:0000981', 'GO:0036086', 'GO:0005634', 'GO:0005634']"
AGA1,"['GO:0050839', 'GO:0050839', 'GO:0000752', 'GO:0000752', 'GO:0009277', 'GO:0009277', 'GO:0007155', 'GO:0019236', 'GO:0005576', 'GO:0016020', 'GO:0016020', 'GO:0031225', 'GO:0071944']"
AGA2,"['GO:0050839', 'GO:0050839', 'GO:0000752', 'GO:0009277', 'GO:0000324', 'GO:0005783', 'GO:0007155', 'GO:0050839', 'GO:0009277', 'GO:0000752']"
AGC1,"['GO:0070778', 'GO:0055085', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0005313', 'GO:0015183', 'GO:0015292', 'GO:0015297', 'GO:0015810', 'GO:0015813', 'GO:0044271', 'GO:1990816', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0015183', 'GO:0015183', 'GO:0015183', 'GO:0015183', 'GO:0005313', 'GO:0005313', 'GO:0005313', 'GO:0005313', 'GO:0005313', 'GO:0005313', 'GO:0005313', 'GO:0005313', 'GO:0015813', 'GO:0015813', 'GO:0015813', 'GO:0015813', 'GO:0015813', 'GO:0015813', 'GO:0015813', 'GO:0015810', 'GO:0015810', 'GO:0015810', 'GO:0015810', 'GO:0015810', 'GO:0043490', 'GO:0043490', 'GO:0043490', 'GO:0043490', 'GO:0043490', 'GO:0043490', 'GO:0006865', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0016021']"
AGE1,"['GO:0005096', 'GO:0005543', 'GO:0006888', 'GO:0006891', 'GO:0005768', 'GO:0005802', 'GO:0005737', 'GO:0050790', 'GO:0005768', 'GO:0005768', 'GO:0005802', 'GO:0005802', 'GO:0005096', 'GO:0005096', 'GO:0046872', 'GO:0015031', 'GO:0005737', 'GO:0005737', 'GO:0006891', 'GO:0006891']"
AGE2,"['GO:0005096', 'GO:0006888', 'GO:0006891', 'GO:0005096', 'GO:0005096', 'GO:0005096', 'GO:0005096', 'GO:0005829', 'GO:0050790', 'GO:0005096', 'GO:0046872', 'GO:0005737', 'GO:0005737', 'GO:0005794', 'GO:0005794', 'GO:0006888', 'GO:0006888', 'GO:0006891', 'GO:0006891', 'GO:0006897', 'GO:0006897', 'GO:0005096', 'GO:0030136']"
AGP2,"['GO:0003674', 'GO:1902269', 'GO:1902274', 'GO:0000329', 'GO:0005789', 'GO:0005887', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0005783', 'GO:0006865', 'GO:0016020', 'GO:0016020', 'GO:0016021', 'GO:0016021', 'GO:0006865', 'GO:0055085', 'GO:0055085', 'GO:0016020', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333']"
AGP3,"['GO:0015171', 'GO:0015171', 'GO:0006865', 'GO:0006865', 'GO:0055085', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0006865', 'GO:0055085', 'GO:0055085', 'GO:0016020', 'GO:0016021', 'GO:0005783', 'GO:0006865', 'GO:0016020', 'GO:0016020', 'GO:0016021', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333']"
AGX1,"['GO:0003824', 'GO:0003824', 'GO:0008453', 'GO:0008453', 'GO:0019265', 'GO:0005777', 'GO:0005777', 'GO:0005777', 'GO:0005777', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005829', 'GO:0008453', 'GO:0008483', 'GO:0016740', 'GO:0006545', 'GO:0004760', 'GO:0004760', 'GO:0004760', 'GO:0004760', 'GO:0019265', 'GO:0019265', 'GO:0019265', 'GO:0019265', 'GO:0008453', 'GO:0008453', 'GO:0008453', 'GO:0008453', 'GO:0008453', 'GO:0008453', 'GO:0008453', 'GO:0008453']"
AHA1,"['GO:0051087', 'GO:0051879', 'GO:0001671', 'GO:0001671', 'GO:0032781', 'GO:0032781', 'GO:0001671', 'GO:0001671', 'GO:0001671', 'GO:0001671', 'GO:0001671', 'GO:0006457', 'GO:0006457', 'GO:0006457', 'GO:0006457', 'GO:0001671', 'GO:0051087', 'GO:0006457', 'GO:0006457', 'GO:0034605', 'GO:0005737', 'GO:0005829', 'GO:0005829', 'GO:0005737', 'GO:0005737']"
AHC1,"['GO:0016573', 'GO:1990414', 'GO:0004402', 'GO:0140671', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737']"
AHC2,"['GO:0140110', 'GO:0016573', 'GO:0016573', 'GO:0016573', 'GO:0016573', 'GO:0016573', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0005634', 'GO:0005737', 'GO:0140671', 'GO:0140671', 'GO:0140671', 'GO:0140671', 'GO:0140671', 'GO:0140671']"
AHP1,"['GO:0008379', 'GO:0008379', 'GO:0010038', 'GO:0034599', 'GO:0034599', 'GO:0034599', 'GO:0034599', 'GO:0045454', 'GO:0045454', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0004601', 'GO:0016209', 'GO:0016491', 'GO:0051920', 'GO:0005737', 'GO:0005737', 'GO:0098869', 'GO:0098869', 'GO:0098869', 'GO:0098869', 'GO:0016491', 'GO:0034599', 'GO:0034599', 'GO:0034599', 'GO:0034599', 'GO:0042744', 'GO:0042744', 'GO:0042744', 'GO:0045454', 'GO:0045454', 'GO:0045454', 'GO:0008379', 'GO:0008379', 'GO:0008379', 'GO:0008379', 'GO:0008379', 'GO:0008379']"
AHT1,"['GO:0003674', 'GO:0008150', 'GO:0005575']"
AIF1,"['GO:0000304', 'GO:0043065', 'GO:0005634', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0003955', 'GO:0003955', 'GO:0003955', 'GO:0019646', 'GO:0019646', 'GO:0016491', 'GO:0006915', 'GO:0005634', 'GO:0005634', 'GO:0005739', 'GO:0005741', 'GO:0005741', 'GO:0016020', 'GO:0016021', 'GO:0016491']"
AIM10,"['GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0000166', 'GO:0004812', 'GO:0004827', 'GO:0004827', 'GO:0005524', 'GO:0005524', 'GO:0005524', 'GO:0006418', 'GO:0006433', 'GO:0006433', 'GO:0005739', 'GO:0005739', 'GO:0000166', 'GO:0004812', 'GO:0004827', 'GO:0005524', 'GO:0016874', 'GO:0006412', 'GO:0005739', 'GO:0005739', 'GO:0005737', 'GO:0005737', 'GO:0004827', 'GO:0004827', 'GO:0006433', 'GO:0006433', 'GO:0004827']"
AIM11,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0016020', 'GO:0016020', 'GO:0016021']"
AIM17,"['GO:0003674', 'GO:0007005', 'GO:0016491', 'GO:0046872', 'GO:0051213', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0016491', 'GO:0045329', 'GO:0045329', 'GO:0045329', 'GO:0045329']"
AIM18,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0016872', 'GO:0016872']"
AIM19,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0016020', 'GO:0016021', 'GO:0031966']"
AIM2,"['GO:0003674', 'GO:0008150', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0016787']"
AIM20,"['GO:0003674', 'GO:0008150', 'GO:0000324', 'GO:0005634', 'GO:0005737', 'GO:0007049', 'GO:0005773', 'GO:0005774', 'GO:0016020', 'GO:0016021']"
AIM21,"['GO:0030837', 'GO:0030479', 'GO:0030479', 'GO:0034642', 'GO:0110131', 'GO:0110131', 'GO:0051015', 'GO:0015629', 'GO:0043332', 'GO:0005737', 'GO:0005856', 'GO:0030479']"
AIM23,"['GO:0003743', 'GO:0070124', 'GO:0070124', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0097177']"
AIM24,"['GO:0003674', 'GO:0007007', 'GO:0031305', 'GO:0007007', 'GO:0007007', 'GO:0031305', 'GO:0031305', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739']"
AIM25,"['GO:0003674', 'GO:0034599', 'GO:0034599', 'GO:0034605', 'GO:1903147', 'GO:0017128', 'GO:0017128', 'GO:0017128', 'GO:0017128', 'GO:0017128', 'GO:0017121', 'GO:0017121', 'GO:0017121', 'GO:0017121', 'GO:0017121', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0017128', 'GO:0017121']"
AIM26,"['GO:0003674', 'GO:0000422', 'GO:0016236', 'GO:0005739', 'GO:0006914', 'GO:0005739', 'GO:0016020', 'GO:0016021', 'GO:0031966']"
AIM29,"['GO:0003674', 'GO:0008150', 'GO:0005737', 'GO:0005737', 'GO:0005737']"
AIM3,"['GO:0003674', 'GO:0000147', 'GO:0051016', 'GO:0030479', 'GO:0045121', 'GO:0016020', 'GO:0045121', 'GO:0051016', 'GO:0030479']"
AIM32,"['GO:0003674', 'GO:0008150', 'GO:0005575']"
AIM33,"['GO:0003674', 'GO:0008150', 'GO:0005575', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0016491', 'GO:0016491', 'GO:0016491', 'GO:0016491', 'GO:0016491', 'GO:0016020', 'GO:0016020', 'GO:0016021']"
AIM34,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0016020', 'GO:0016021', 'GO:0031966']"
AIM36,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0016020', 'GO:0016021', 'GO:0031966']"
AIM39,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005829', 'GO:0005739', 'GO:0016020', 'GO:0016021', 'GO:0031966']"
AIM4,"['GO:0003674', 'GO:0008150', 'GO:0005737', 'GO:0005737', 'GO:0005737']"
AIM41,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0016884']"
AIM44,"['GO:0045185', 'GO:1901900', 'GO:1990344', 'GO:0003674', 'GO:0005935', 'GO:0034613', 'GO:0034613', 'GO:0098841', 'GO:0098841', 'GO:1990344', 'GO:0032153', 'GO:0005637', 'GO:0005886', 'GO:0005886', 'GO:0005935', 'GO:0032174', 'GO:0032177', 'GO:0005934', 'GO:0005935', 'GO:0005935', 'GO:1903473', 'GO:0005935', 'GO:0005935']"
AIM45,"['GO:0009055', 'GO:0050660', 'GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0022900', 'GO:0009055', 'GO:0009055', 'GO:0050660', 'GO:0050660', 'GO:0033539', 'GO:0033539', 'GO:0005739', 'GO:0005759']"
AIM46,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0016872', 'GO:0016872']"
AIM6,"['GO:0003674', 'GO:0008150', 'GO:0005575', 'GO:0008081', 'GO:0006629']"
AIM7,"['GO:0003779', 'GO:0071933', 'GO:0034316', 'GO:0034316', 'GO:0071846', 'GO:0005737', 'GO:0030479', 'GO:0005634', 'GO:0005737', 'GO:0030479', 'GO:0030479', 'GO:0030479', 'GO:0071933', 'GO:0071933', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0034316', 'GO:0034316', 'GO:0034316', 'GO:0034316', 'GO:0034316', 'GO:0071846', 'GO:0071846', 'GO:0071846', 'GO:0071846']"
AIP1,"['GO:0030042', 'GO:0030042', 'GO:0032466', 'GO:0051016', 'GO:0005884', 'GO:0030479', 'GO:0030864', 'GO:0030864', 'GO:0030864', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0043332', 'GO:0003779', 'GO:0005737', 'GO:0005856', 'GO:0005856', 'GO:0030479', 'GO:0030042', 'GO:0030042', 'GO:0030042', 'GO:0030042', 'GO:0030042', 'GO:0030042', 'GO:0030836', 'GO:0030836', 'GO:0030836', 'GO:0051015', 'GO:0051015', 'GO:0051015', 'GO:0051015', 'GO:0051015']"
AIR1,"['GO:0043629', 'GO:0071031', 'GO:0071031', 'GO:0071035', 'GO:0071035', 'GO:0071036', 'GO:0071037', 'GO:0071038', 'GO:0071038', 'GO:0071039', 'GO:0005730', 'GO:0031499', 'GO:0031499', 'GO:0004652', 'GO:0004652', 'GO:0046872', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0003676', 'GO:0003676', 'GO:0008270', 'GO:0008270', 'GO:0043633']"
AIR2,"['GO:0008270', 'GO:0008270', 'GO:0003676', 'GO:0003676', 'GO:0043633', 'GO:0003723', 'GO:0030674', 'GO:0006400', 'GO:0043629', 'GO:0043629', 'GO:0071031', 'GO:0071031', 'GO:0071035', 'GO:0071035', 'GO:0071036', 'GO:0071037', 'GO:0071038', 'GO:0071038', 'GO:0071038', 'GO:0071039', 'GO:0005730', 'GO:0031499', 'GO:0031499', 'GO:0031499', 'GO:0004652', 'GO:0046872', 'GO:0005634', 'GO:0005634', 'GO:0034458', 'GO:0004652', 'GO:0004652']"
AKL1,"['GO:0018107', 'GO:0018107', 'GO:0018107', 'GO:0018107', 'GO:0046777', 'GO:0046777', 'GO:0046777', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0018107', 'GO:1900186', 'GO:0018107', 'GO:0018107', 'GO:0046777', 'GO:0046777', 'GO:1900186', 'GO:0004674', 'GO:0018107', 'GO:0018107', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0004672', 'GO:0006468', 'GO:0006468', 'GO:1900186', 'GO:0005628', 'GO:0005737', 'GO:0005935', 'GO:0005935', 'GO:0071944', 'GO:0000166', 'GO:0004674', 'GO:0004674', 'GO:0005524', 'GO:0016301', 'GO:0016740', 'GO:0016310', 'GO:0005524', 'GO:0004672', 'GO:0004672', 'GO:0006468', 'GO:0006468', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0000147', 'GO:0000147', 'GO:0007015', 'GO:0007015', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468']"
AKR1,"['GO:0016409', 'GO:0016409', 'GO:0016409', 'GO:0016409', 'GO:0016409', 'GO:0018345', 'GO:0018345', 'GO:0018345', 'GO:0018345', 'GO:0016409', 'GO:0006612', 'GO:0018345', 'GO:0018345', 'GO:0018345', 'GO:0018345', 'GO:0030100', 'GO:0005794', 'GO:0031683', 'GO:0031683', 'GO:0090029', 'GO:0090029', 'GO:0000139', 'GO:0000139', 'GO:0000139', 'GO:0016409', 'GO:0016740', 'GO:0016746', 'GO:0019706', 'GO:0000139', 'GO:0005768', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0031901']"
AKR2,"['GO:0016409', 'GO:0016409', 'GO:0016409', 'GO:0016409', 'GO:0016409', 'GO:0018345', 'GO:0018345', 'GO:0018345', 'GO:0018345', 'GO:0016409', 'GO:0018345', 'GO:0005794', 'GO:0000324', 'GO:0000329', 'GO:0016409', 'GO:0000139', 'GO:0000139', 'GO:0000139', 'GO:0016740', 'GO:0016746', 'GO:0019706', 'GO:0016020', 'GO:0016020', 'GO:0016021']"
ALA1,"['GO:0006419', 'GO:0006419', 'GO:0006419', 'GO:0006419', 'GO:0005737', 'GO:0005739', 'GO:0004812', 'GO:0004813', 'GO:0004813', 'GO:0004813', 'GO:0004813', 'GO:0000166', 'GO:0000166', 'GO:0000166', 'GO:0000166', 'GO:0003676', 'GO:0003676', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005737', 'GO:0005737', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0000049', 'GO:0000166', 'GO:0003723', 'GO:0004812', 'GO:0004813', 'GO:0005524', 'GO:0016874', 'GO:0046872', 'GO:0006412', 'GO:0005737', 'GO:0005737', 'GO:0005739', 'GO:0005739', 'GO:0004813', 'GO:0004813', 'GO:0004813', 'GO:0004813', 'GO:0004813', 'GO:0004813', 'GO:0004813', 'GO:0004813', 'GO:0005524', 'GO:0005524', 'GO:0016597', 'GO:0016597', 'GO:0006400', 'GO:0006400', 'GO:0006419', 'GO:0006419', 'GO:0006419', 'GO:0006419', 'GO:0006419', 'GO:0006419', 'GO:0006419', 'GO:0006419', 'GO:0106074', 'GO:0004813', 'GO:0005524', 'GO:0005524', 'GO:0005524', 'GO:0005524', 'GO:0005524', 'GO:0008270', 'GO:0006419', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005739', 'GO:0004813', 'GO:0002161', 'GO:0002161', 'GO:0002161', 'GO:0002161', 'GO:0002161', 'GO:0043039', 'GO:0070143']"
ALB1,"['GO:0003674', 'GO:0042273', 'GO:0042273', 'GO:0005634', 'GO:0005737', 'GO:0005634', 'GO:0042254', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737']"
